CustomerID,CustomerName,Country
1262,Customer_1262,India
1263,Customer_1263,Canada
1264,Customer_1264,Canada
1265,Customer_1265,Australia
1266,Customer_1266,Australia
1267,Customer_1267,Canada
1268,Customer_1268,UK
1269,Customer_1269,UK
1270,Customer_1270,Canada
1271,Customer_1271,Germany
1272,Customer_1272,UK
1273,Customer_1273,Australia
1274,Customer_1274,UK
1275,Customer_1275,Australia
1276,Customer_1276,Australia
1277,Customer_1277,India
1278,Customer_1278,India
1279,Customer_1279,Germany
1280,Customer_1280,UK
1281,Customer_1281,India
1282,Customer_1282,Canada
1283,Customer_1283,Canada
1284,Customer_1284,UK
1285,Customer_1285,USA
1286,Customer_1286,Germany
1287,Customer_1287,Canada
1288,Customer_1288,UK
1289,Customer_1289,Germany
1290,Customer_1290,Australia
1291,Customer_1291,USA
1292,Customer_1292,Australia
1293,Customer_1293,UK
1294,Customer_1294,Germany
1295,Customer_1295,USA
1296,Customer_1296,USA
1297,Customer_1297,USA
1298,Customer_1298,Canada
1299,Customer_1299,India
1300,Customer_1300,Australia
1301,Customer_1301,Canada
1302,Customer_1302,Australia
1303,Customer_1303,Canada
1304,Customer_1304,UK
1305,Customer_1305,UK
1306,Customer_1306,UK
1307,Customer_1307,USA
1308,Customer_1308,USA
1309,Customer_1309,Germany
1310,Customer_1310,Germany
1311,Customer_1311,India
1312,Customer_1312,Germany
1313,Customer_1313,Australia
1314,Customer_1314,India
1315,Customer_1315,Canada
1316,Customer_1316,Germany
1317,Customer_1317,UK
1318,Customer_1318,Australia
1319,Customer_1319,USA
1320,Customer_1320,Australia
1321,Customer_1321,Canada
1322,Customer_1322,Australia
1323,Customer_1323,Australia
1324,Customer_1324,India
1325,Customer_1325,Germany
1326,Customer_1326,India
1327,Customer_1327,India
1328,Customer_1328,USA
1329,Customer_1329,India
1330,Customer_1330,USA
1331,Customer_1331,UK
1332,Customer_1332,Germany
1333,Customer_1333,USA
1334,Customer_1334,Germany
1335,Customer_1335,UK
1336,Customer_1336,India
1337,Customer_1337,Australia
1338,Customer_1338,Germany
1339,Customer_1339,Australia
1340,Customer_1340,Canada
1341,Customer_1341,USA
1342,Customer_1342,Canada
1343,Customer_1343,Germany
1344,Customer_1344,Canada
1345,Customer_1345,UK
1346,Customer_1346,India
1347,Customer_1347,Germany
1348,Customer_1348,USA
1349,Customer_1349,UK
1350,Customer_1350,UK
1351,Customer_1351,Germany
1352,Customer_1352,Germany
1353,Customer_1353,Germany
1354,Customer_1354,India
1355,Customer_1355,USA
1356,Customer_1356,Germany
1357,Customer_1357,Canada
1358,Customer_1358,Canada
1359,Customer_1359,India
1360,Customer_1360,India
1361,Customer_1361,UK
1362,Customer_1362,USA
1363,Customer_1363,Canada
1364,Customer_1364,Germany
1365,Customer_1365,Canada
1366,Customer_1366,USA
1367,Customer_1367,Australia
1368,Customer_1368,UK
1369,Customer_1369,Canada
1370,Customer_1370,USA
1371,Customer_1371,Germany
1372,Customer_1372,Australia
1373,Customer_1373,Canada
1374,Customer_1374,Canada
1375,Customer_1375,USA
1376,Customer_1376,Australia
1377,Customer_1377,India
1378,Customer_1378,Germany
1379,Customer_1379,Germany
1380,Customer_1380,Australia
1381,Customer_1381,India
1382,Customer_1382,USA
1383,Customer_1383,UK
1384,Customer_1384,Australia
1385,Customer_1385,Canada
1386,Customer_1386,Australia
1387,Customer_1387,Canada
1388,Customer_1388,USA
1389,Customer_1389,UK
1390,Customer_1390,Australia
1391,Customer_1391,India
1392,Customer_1392,UK
1393,Customer_1393,Germany
1394,Customer_1394,UK
1395,Customer_1395,USA
1396,Customer_1396,Canada
1397,Customer_1397,Canada
1398,Customer_1398,USA
1399,Customer_1399,India
1400,Customer_1400,UK
